Commande	Oeil	Type	Matiere	Diametre	Base	Sphere	Mesure.Sphere	Cylindre	Mesure.cylindre	Axe	Mesure axe	Addition	Mesure addition	Epais. centre	MesureEpais. centre
7636291	G	OXL	BL	80	6	1.25	1.25	0.5	0.54	8	6	2.5	2.58	38	39.8
7636655	D	OXL	BL	80	6	2.25	2.28		0.04		162	2.75	2.78	51	52.2
7636655	G	OXL	BL	80	6	2.25	2.24		0.03		161	2.75	2.77	51	52.5
7637545	D	OXL	BL	80	6	2.5	2.52		0.06		167	2.25	2.28	52	53.2
7637545	G	OXL	BL	80	6	2.5	2.57	0.25	0.18	90	91	2.25	2.2	46	46.7
7638048	D	OXL	BL	80	6	1	0.94		0.12		165	2	1.96	32	32
7638048	G	OXL	BL	80	6	0.75	0.73	0.25	0.31	15	12	2	2.02	32	32.6
7638682	D	OXL	BL	80	6	1.75	1.76		0.09		0	2.5	2.5	38	39.5
7638682	G	OXL	BL	80	6	1.25	1.22		0.1		173	2.5	2.51	33	34.7
7638992	D	OXL	BL	80	6	1.75	1.68		0.07		150	1.75	1.71	35	36.4
7638992	G	OXL	BL	80	6	1	1		0.13		173	1.75	1.74	30	31.2
7639110	D	OXL	BL	80	6	3.5	3.5	1.25	1.3	170	170	2.25	2.29	67	67.9
7639110	G	OXL	BL	80	6	2.5	2.48	0.5	0.56	20	16	2.25	2.33	53	54.8
7639464	D	OXL	BL	80	6	0.25	0.27	1.25	1.29	120	123	3	2.99	34	35.9
7639464	G	OXL	BL	80	6	1	1.08	1	0.94	70	69	3	3.02	38	39
7639688	D	OXL	BL	80	6	2.5	2.47		0.07		153	2.25	2.21	46	46.9
7639688	G	OXL	BL	80	6	2	1.92		0.02		100	2.25	2.23	41	42.6
7640549	D	OXL	BL	80	6	1.5	1.47	0.75	0.75	10	10	2.75	2.77	45	46.3
7640549	G	OXL	BL	80	6	1.5	1.53	0.75	0.75	165	163	2.75	2.7	45	46.4
7635195	D	OXL	BL	80	6	-0.25	-0.22	1.5	1.44	90	89	2.5	2.41	26	26.7
7635195	G	OXL	BL	80	6	0.25	0.2	2.25	2.15	90	90	2.5	2.48	35	36
7635345	D	OXL	T5.BRUN	78	6	1.25	1.29	0.5	0.58	140	146	3	2.9	38	39.5
7635345	G	OXL	T5.BRUN	78	6	1	1.07	0.25	0.29	45	39	3	3.01	33	34.8
7632391	D	OXL	BL	80	6	1	0.99		0.05		167	1	0.93	28	29.5
7632391	G	OXL	BL	80	6	0.5	0.49	0.5	0.51	15	12	1	0.92	25	26.8
7638899	D	OXL	BL	80	6	-0.25	-0.2	1.25	1.27	180	180	2.25	2.37	30	31.3
7638899	G	OXL	BL	80	6	0.5	0.5	0.75	0.82	20	19	2.25	2.34	33	33.2
7640912	D	OXL	BL	80	6	1.25	1.25	1	0.97	100	100	2	1.99	36	36.9
7640912	G	OXL	BL	80	6	1.5	1.54	0.5	0.49	70	64	2	1.96	36	36.5
7634061	D	OXL	BL	80	6	1.75	1.73	1.25	1.31	180	180	2.75	2.74	53	53.6
7634061	G	OXL	BL	80	6	2	1.99	2	2.04	170	170	2.75	2.78	64	65.9
7634070	D	OXL	BL	80	6	1.25	1.22	1.75	1.73	5	5	2.5	2.6	52	53
7634070	G	OXL	BL	80	6	0.5	0.52	1.25	1.29	170	171	2.5	2.51	38	39.2
7634357	D	OXL	BL	80	6	0.5	0.52	0.5	0.52	90	90	1	0.92	26	26.6
7634357	G	OXL	BL	80	6	0.5	0.49	0.5	0.46	90	95	1	0.98	26	27.1
7635254	D	OXL	BL	80	6	1.75	1.74	1	0.99	10	8	3	3.08	59	59.7
7635254	G	OXL	BL	80	6	1.25	1.29	1	0.99	170	170	3	3.08	52	53.5
7636486	D	OXL	BL	80	6	1.5	1.45		0.04		2	2	1.96	34	34.7
7636486	G	OXL	BL	80	6	1.5	1.45		0.05		173	2	1.95	34	34.5
7636698	D	OXL	BL	80	6	0	0	1	0.95	70	67	2	1.99	27	27.9
7636698	G	OXL	BL	80	6	1	0.96	0.5	0.49	80	78	2	1.98	33	33.5
7637212	D	OXL	BL	80	6	1.25	1.26		0.03		148	2.75	2.74	35	36.2
7637212	G	OXL	BL	80	6	1.75	1.82	1.75	1.68	80	80	2.75	2.86	49	50.8
7637979	D	OXL	BL	80	6	0.75	0.75	1	0.97	180	178	2.25	2.28	43	43.3
7637979	G	OXL	BL	80	6	0.5	0.53	1	0.98	180	180	2.25	2.28	40	40.9
7640007	D	OXL	BL	80	6	2.25	2.24		0.05		168	3.5	3.58	47	48.4
7640007	G	OXL	BL	80	6	2.25	2.21		0.08		177	3.5	3.61	47	47.9
7635192	D	OXL	BL	80	6	0.25	0.23	1.25	1.24	90	91	1.75	1.74	30	30.4
7635192	G	OXL	BL	80	6	0.25	0.22	0.75	0.75	90	90	1.75	1.72	26	26.5
7638454	D	OXL	BL	80	6	2.25	2.14	0.25	0.3	170	163	0.75	0.65	38	38
7641093	D	OXL	BL	80	6	1.75	1.67		0.12		170	2	1.99	37	37.6
7641093	G	OXL	BL	80	6	1.75	1.67		0.11		1	2	1.97	37	37.2
7634503	D	OXL	BL	80	6	1	0.97		0.08		82	3	3.07	33	34.2
7634503	G	OXL	BL	80	6	1	1.08		0.03		24	3	3.03	33	35.1
7635137	D	OXL	BL	80	6	2.75	2.78		0.01		112	3	3.01	59	60.6
7635137	G	OXL	BL	80	6	2.75	2.76		0.07		179	3	3.06	59	60.5
7635458	D	OXL	BL	80	6	1.25	1.25		0.08		164	3	3.04	36	37.2
7635458	G	OXL	BL	80	6	1.5	1.49		0.04		30	3	3.08	39	40
7636724	D	OXL	BL	80	6	1	0.96		0.09		164	1.75	1.76	29	30.5
7636724	G	OXL	BL	80	6	1	0.97		0.03		163	1.75	1.73	29	30.7
7637492	D	OXL	BL	80	6	1	0.95		0.06		12	2.5	2.56	30	31.7
7637492	G	OXL	BL	80	6	1	0.96		0.09		172	2.5	2.51	30	30.8
7638074	D	OXL	BL	80	6	1.25	1.28	0.5	0.46	20	18	2.75	2.79	44	44.9
7638074	G	OXL	BL	80	6	1	1.02	0.25	0.3	180	180	2.75	2.89	38	38.5
7640552	D	OXL	BL	80	6	2	1.96		0.06		161	2.75	2.71	48	49.3
7640552	G	OXL	BL	80	6	2.25	2.22		0.02		163	2.75	2.85	51	52.5
7615282	D	OXL	BL	80	6	2	2		0.09		174	2.5	2.46	41	41.9
7615282	G	OXL	BL	80	6	2	1.99	0.25	0.31	0	177	2.5	2.5	49	50.4
7634876	D	OXL	T5.BRUN	78	6	1.25	1.26		0.07		178	2.5	2.47	31	32.7
7634876	G	OXL	T5.BRUN	78	6	1.25	1.25		0.11		164	2.5	2.52	31	32.7
7637513	D	OXL	BL	80	6	1.25	1.23	0.5	0.5	107	110	3	3.07	45	45.6
7637513	G	OXL	BL	80	6	2.25	2.26	0.25	0.31	55	55	3	3.06	54	55.3
7624386	D	OXL	BL	80	6	1.5	1.46	0.25	0.31	155	160	1.75	1.77	34	34.7
7624386	G	OXL	BL	80	6	1.75	1.7	0.25	0.24	0	3	1.75	1.73	36	36
7628743	D	OXL	BL	80	6	2.5	2.45		0.05		170	2.25	2.16	35	37.4
7628743	G	OXL	BL	80	6	1.5	1.46		0.08		172	2.25	2.35	30	31.4
7640237	D	OXL	BL	80	6	0	0.04	2.25	2.24	5	4	2.5	2.53	49	49.5
7640237	G	OXL	BL	80	6	0.5	0.47	1.25	1.3	0	179	2.5	2.52	43	43.2
7634031	D	OXL	BL	80	6	0.75	0.73	0.5	0.46	90	91	2.25	2.22	29	29.6
7634031	G	OXL	BL	80	6	0.75	0.78	0.5	0.49	90	94	2.25	2.33	29	29.9
7634786	D	OXL	BL	80	6	3.5	3.44		0.06		159	2.5	2.49	57	58.1
7634786	G	OXL	BL	80	6	2	1.92		0.06		43	2.5	2.55	46	47.4
7635719	D	OXL	BL	80	6	2.75	2.8	0.75	0.67	100	101	2.75	2.68	59	59.1
7635719	G	OXL	BL	80	6	3	3.07	0.25	0.19	70	70	2.75	2.74	61	60.6
7635984	D	OXL	BL	80	6	1.5	1.47		0.11		175	2.75	2.77	37	38.3
7635984	G	OXL	BL	80	6	2	1.99		0.03		123	2.75	2.79	43	44.2
7636208	D	OXL	BL	80	6	2	2		0.06		177	1.5	1.38	36	37.8
7636208	G	OXL	BL	80	6	1.75	1.7		0.03		34	1.5	1.41	34	35.1
7636360	D	OXL	BL	80	6	-1	-0.92	2	1.92	90	90	2.5	2.55	31	32.7
7636360	G	OXL	BL	80	6	-1.25	-1.13	2.25	2.14	90	90	2.5	2.53	28	28.6
7637314	D	OXL	BL	80	6	1.5	1.5		0.07		176	3	2.97	48	48.5
7637314	G	OXL	BL	80	6	1.75	1.69		0.1		174	3	3.05	51	51.8
7640328	D	OXL	BL	80	6	1.5	1.5		0.06		171	2.5	2.49	36	36.8
7640328	G	OXL	BL	80	6	1.5	1.46		0.06		170	2.5	2.58	36	37.2
7640411	D	OXL	BL	80	6	1	0.98	0.5	0.56	100	102	2.5	2.51	34	34.9
7640411	G	OXL	BL	80	6	1	1.02	0.5	0.49	90	92	2.5	2.59	31	32.5
7640924	D	OXL	BL	80	6	1.5	1.54	0.5	0.49	105	107	3	3.08	40	41.4
7640924	G	OXL	BL	80	6	1	1.09	0.75	0.67	80	80	3	3.1	35	36.3
7634888	D	OXL	BL	80	6	1.5	1.45	0.25	0.33	180	0	2	2	37	37.8
7634888	G	OXL	BL	80	6	1.25	1.22	0.5	0.55	180	179	2	2.05	37	38.2
7638963	D	OXL	BL	80	6	1.25	1.25		0.03		174	2.25	2.26	37	37.2
7638963	G	OXL	BL	80	6	1	0.95		0.04		64	2.25	2.33	33	32.2
7639621	D	OXL	BL	80	6	1.75	1.63		0.09		160	2	1.96	46	45.9
7639621	G	OXL	BL	80	6	1.75	1.66		0.06		0	2	1.97	41	41.4
7640079	D	OXL	BL	80	6	1	0.97	0.25	0.26	125	131	1	0.95	29	29.6
7640079	G	OXL	BL	80	6	1	0.9	0.25	0.32	57	58	1	0.96	29	28.7
7634632	D	OXL	BL	80	6	1.25	1.27	0.75	0.77	180	178	2.5	2.5	41	42.1
7634632	G	OXL	BL	80	6	1.25	1.28	0.75	0.79	180	180	2.5	2.44	41	42.7
7636271	D	OXL	BL	80	6	3	3.03	0.5	0.51	25	20	2.75	2.7	58	59.6
7636271	G	OXL	BL	80	6	2.5	2.54	0.5	0.53	10	9	2.75	2.83	53	55
7636645	D	OXL	BL	80	6	0.5	0.51	0.5	0.55	180	177	2	1.97	29	30
7636645	G	OXL	BL	80	6	0.5	0.48	0.5	0.53	180	177	2	2.01	29	30.5
7636670	D	OXL	BL	80	6	2	1.98	0.25	0.26	0	178	2.75	2.74	56	55.8
7636670	G	OXL	BL	80	6	2.25	2.26	0.25	0.33	0	1	2.75	2.72	60	60
7636716	D	OXL	BL	80	6	2.75	2.74		0.04		115	3	3.06	52	53.3
7636716	G	OXL	BL	80	6	2	2.06	0.5	0.47	60	56	3	3.03	46	46.7
7638744	D	OXL	BL	80	6	1.25	1.27		0.02		171	2.5	2.54	40	41.4
7638744	G	OXL	BL	80	6	1	0.95		0.07		165	2.5	2.48	37	38
7638961	D	OXL	BL	80	6	1.25	1.29	0.5	0.5	15	11	3	3	41	42.5
7638961	G	OXL	BL	80	6	1	1.06	0.25	0.29	155	156	3	3.12	36	37.6
7639039	D	OXL	BL	80	6	1	1.01	0.25	0.25	90	96	2	1.99	29	31
7639039	G	OXL	BL	80	6	1.25	1.2	0	0.02	180	176	2	2	31	31.5
7639101	D	OXL	BL	80	6	1	1.03		0.03		99	3	3.1	33	34.6
7639101	G	OXL	BL	80	6	1	1.08		0.05		45	3	3.07	33	35.3
7639113	D	OXL	BL	80	6	3	3.04		0.04		1	3	3.05	62	63.7
7639113	G	OXL	BL	80	6	2.5	2.45		0.08		41	3	3.1	56	57.3
7639136	D	OXL	BL	80	6	1.25	1.24		0.07		179	2.25	2.36	33	34.1
7639136	G	OXL	BL	80	6	1	0.94		0.11		8	2.25	2.32	30	30.5
7639811	D	OXL	BL	80	6	1.5	1.53	0.75	0.72	180	177	2.75	2.75	45	46.4
7639811	G	OXL	BL	80	6	1.5	1.48	0.75	0.78	180	179	2.75	2.84	45	45.8
7623826	D	OXL	BL	80	6	1.25	1.28	0.5	0.52	60	58	2.5	2.57	35	37.1
7623826	G	OXL	BL	80	6	1	1.02	0.5	0.41	90	91	2.5	2.43	35	35.5
7636730	D	OXL	BL	80	6	1	1.06	1	1.03	180	180	3	2.99	44	45.6
7636730	G	OXL	BL	80	6	1	1.02	1.5	1.54	180	0	3	3.04	50	51.9
7640102	D	OXL	BL	80	8	4	3.97		0.11		1	2.25	2.21	73	74.5
7640102	G	OXL	BL	80	8	4.5	4.53	1	0.89	100	103	2.25	2.14	84	84.7
7635292	D	OXL	BL	80	8	4.5	4.59	0.5	0.5	15	14	2.25	2.18	75	77.8
7635292	G	OXL	BL	80	8	4	3.96	0.75	0.83	165	165	2.25	2.17	72	73.5
